primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
El guardia burlado	El guardia burlado	0	1908	\N	9	Short
The Guerrilla	The Guerrilla	0	1908	\N	15	Action,Short,War
The Heart of O Yama	The Heart of O Yama	0	1908	\N	15	Drama,Romance,Short
The Helping Hand	The Helping Hand	0	1908	\N	15	Drama,Short
Her First Adventure	Her First Adventure	0	1908	\N	6	Drama,Short
His Day of Rest	His Day of Rest	0	1908	\N	\N	Comedy,Short
Hulda's Lovers	Hulda's Lovers	0	1908	\N	\N	Comedy,Short
The Humpty Dumpty Circus	The Humpty Dumpty Circus	0	1898	\N	\N	Animation,Comedy,Short
Inauguración de la exposición hispano-francesa	Inauguración de la exposición hispano-francesa	0	1908	\N	36	Documentary,Short
Ingomar, the Barbarian	Ingomar, the Barbarian	0	1908	\N	13	Drama,Romance,Short
The Ingrate	The Ingrate	0	1908	\N	15	Action,Short
The Invisible Fluid	The Invisible Fluid	0	1908	\N	12	Comedy,Short
Julius Caesar	Julius Caesar	0	1908	\N	\N	Drama,History,Short
The Kentuckian	The Kentuckian	0	1908	\N	\N	Short,Western
King of the Cannibal Islands	King of the Cannibal Islands	0	1908	\N	\N	Comedy,Short
The King's Messenger	The King's Messenger	0	1908	\N	\N	Drama,Short
Leah the Forsaken	Leah the Forsaken	0	1908	\N	\N	Drama,Short
The Life of an American Cowboy	The Life of an American Cowboy	0	1908	\N	17	Short,Western
Lonesome Junction	Lonesome Junction	0	1908	\N	\N	Comedy,Short,Western
Macbeth	Macbeth	0	1908	\N	9	Drama,Short
Making Moving Pictures	Making Moving Pictures	0	1908	\N	\N	Documentary,Short
Mallorca, isla dorada	Mallorca, isla dorada	0	1908	\N	14	Documentary,Short
The Man and the Woman	The Man and the Woman	0	1908	\N	13	Drama,Short
The Man in the Box	The Man in the Box	0	1908	\N	\N	Crime,Drama,Short
The Red Barn Mystery	Maria Marten	0	1908	\N	\N	Drama,Short
María Rosa	María Rosa	0	1908	\N	18	Short
The Merchant of Venice	The Merchant of Venice	0	1908	\N	9	Drama,Short
Mixed Babies	Mixed Babies	0	1908	\N	\N	Comedy,Short
Monasterio de Poblet	Monasterio de Poblet	0	1908	\N	10	Documentary,Short
Monday Morning in a Coney Island Police Court	Monday Morning in a Coney Island Police Court	0	1908	\N	7	Comedy,Short
Money Mad	Money Mad	0	1908	\N	11	Crime,Drama,Short
Os Moços de Fretes Têm Sede	Os Moços de Fretes Têm Sede	0	1908	\N	\N	Documentary,Short
Mr. Jones at the Ball	Mr. Jones at the Ball	0	1908	\N	8	Comedy,Short
Mrs. Jones Entertains	Mrs. Jones Entertains	0	1909	\N	11	Comedy,Short
The Music Master	The Music Master	0	1908	\N	\N	Short
Old Isaacs, the Pawnbroker	Old Isaacs, the Pawnbroker	0	1908	\N	10	Drama,Short
Othello	Othello	0	1908	\N	\N	Drama,Romance,Short
The Outlaw	The Outlaw	0	1908	\N	\N	Short,Western
Over the Hill to the Poorhouse	Over the Hill to the Poorhouse	0	1908	\N	13	Drama,Short
The Paris Hat	The Paris Hat	0	1908	\N	\N	Short
El pastorcito de Torrente	El pastorcito de Torrente	0	1908	\N	\N	Drama
The Pirate's Gold	The Pirate's Gold	0	1908	\N	16	Action,Short
The Planter's Wife	The Planter's Wife	0	1908	\N	14	Action,Drama,Short
Poverty and Compassion	Poverty and Compassion	0	1908	\N	\N	Drama,Short
The Princess in the Vase	The Princess in the Vase	0	1908	\N	\N	Comedy,Short
Professional Jealousy	Professional Jealousy	0	1908	\N	\N	Short
Raffles, an American Cracksman	Raffles, an American Cracksman	0	1908	\N	\N	Drama,Short
The Reckoning	The Reckoning	0	1908	\N	8	Drama,Short
The Red Girl	The Red Girl	0	1908	\N	17	Action,Short
The Red Man and the Child	The Red Man and the Child	0	1908	\N	14	Action,Short,Western
Rescued from an Eagle's Nest	Rescued from an Eagle's Nest	0	1908	\N	8	Action,Short
Richard III	Richard III	0	1908	\N	\N	Drama,Short
The Roman	The Roman	0	1910	\N	\N	Drama,Short
Romance of a Jewess	Romance of a Jewess	0	1908	\N	10	Drama,Short
The Romance of an Egg	The Romance of an Egg	0	1908	\N	\N	Comedy,Short
Romeo and Juliet	Romeo and Juliet	0	1908	\N	\N	Drama,Romance,Short
The Dream of an Opium Fiend	Le rêve d'un fumeur d'opium	0	1908	\N	4	Short
The Sculptor's Nightmare	The Sculptor's Nightmare	0	1908	\N	11	Comedy,Short
She	She	0	1908	\N	\N	Fantasy,Sci-Fi,Short
Sherlock Holmes	Sherlock Holmes i Livsfare	0	1908	\N	\N	Mystery,Short
Sherlock Holmes II: Raffles Escaped from Prison	Sherlock Holmes II	0	1909	\N	\N	Comedy,Short
Sherlock Holmes III: The Detective's Adventure in the Gas Cellar	Sherlock Holmes III	0	1909	\N	\N	Drama,Mystery,Short
Simulacro de bomberos en la Plaza de Cataluña, de Barcelona	Simulacro de bomberos en la Plaza de Cataluña, de Barcelona	0	1908	\N	7	Documentary,History,Short
A Smoked Husband	A Smoked Husband	0	1908	\N	8	Comedy,Short
The Snowman	The Snowman	0	1908	\N	\N	Short
The Song of the Shirt	The Song of the Shirt	0	1908	\N	11	Drama,Short
The Stage Rustler	The Stage Rustler	0	1908	\N	\N	Short,Western
The Stage-Struck Daughter	The Stage-Struck Daughter	0	1908	\N	\N	Short
The Stolen Jewels	The Stolen Jewels	0	1908	\N	11	Drama,Short
Svend Dyrings hus	Svend Dyrings hus	0	1908	\N	\N	Short
Knight of Black Art	Le tambourin fantastique	0	1908	\N	6	Short
The Taming of the Shrew	The Taming of the Shrew	0	1908	\N	17	Comedy,Romance,Short
The Tavern Keeper's Daughter	The Tavern Keeper's Daughter	0	1908	\N	7	Action,Short
The Test of Friendship	The Test of Friendship	0	1908	\N	13	Drama,Short
Thompson's Night Out	Thompson's Night Out	0	1908	\N	\N	Short
To the Custody of the Father	To the Custody of the Father	0	1908	\N	\N	Drama,Short
Susceptible Youth	Trop crédules	0	1908	\N	\N	Comedy,Short
The Last Days of Pompeii	Gli ultimi giorni di Pompeii	0	1908	\N	17	Drama,Short
An Unexpected Santa Claus	An Unexpected Santa Claus	0	1908	\N	\N	Comedy,Short
The Valet's Wife	The Valet's Wife	0	1908	\N	\N	Comedy,Short
The Vaquero's Vow	The Vaquero's Vow	0	1908	\N	13	Action,Romance,Short
Hercules the Athlete; or, Love Behind the Scenes	Verdens Herkules	0	1908	\N	\N	Short
The Viking's Daughter: The Story of the Ancient Norsemen	The Viking's Daughter: The Story of the Ancient Norsemen	0	1908	\N	\N	Adventure,Drama,Romance
A Visit to the Seaside at Brighton Beach, England	A Visit to the Seaside	0	1910	\N	8	Documentary,Short
When Knighthood Was in Flower	When Knighthood Was in Flower	0	1908	\N	10	Short
When Knights Were Bold	When Knights Were Bold	0	1908	\N	\N	Short
Where the Breakers Roar	Where the Breakers Roar	0	1908	\N	9	Drama,Short
Wiegenlied	Wiegenlied	0	1908	\N	\N	Drama,Short
A Woman's Way	A Woman's Way	0	1908	\N	11	Action,Short
The Yellow Peril	The Yellow Peril	0	1908	\N	\N	Comedy,Short
The Zulu's Heart	The Zulu's Heart	0	1908	\N	13	Action,Short
The Battle in the Clouds	The Airship Destroyer	0	1909	\N	11	Fantasy,Sci-Fi,Short
Amor heroico	Amor heroico	0	1909	\N	\N	Short
And a Little Child Shall Lead Them	And a Little Child Shall Lead Them	0	1909	\N	4	Drama,Short
Andreas Hofer	Andreas Hofer	0	1909	\N	\N	Drama
The Apache Girl's Revenge	Apachepigens hævn	0	1909	\N	\N	Drama,Short
The Artist's Revenge	The Artist's Revenge	0	1909	\N	\N	Drama,Short
As It Is in Real Life	As It Is in Real Life	0	1909	\N	\N	Short
At the Altar	At the Altar	0	1909	\N	11	Drama,Short
An Attempt to Smash a Bank	An Attempt to Smash a Bank	0	1909	\N	\N	Drama,Short
Aventuras de Pepín	Aventuras de Pepín	0	1909	\N	\N	Comedy,Short
The Awakening	The Awakening	0	1909	\N	8	Comedy,Drama,Short
A Baby's Shoe	A Baby's Shoe	0	1909	\N	11	Drama,Short
The Bailiff and the Dressmakers	The Bailiff and the Dressmakers	0	1909	\N	\N	Comedy,Short
The Child Benefactor	Barnet som Velgører	0	1909	\N	\N	Drama,Short
El barranco del lobo	El barranco del lobo	0	1909	\N	\N	Documentary,Short
Baño imprevisto	Baño imprevisto	0	1909	\N	\N	Comedy,Short
The Best Man Wins	The Best Man Wins	0	1909	\N	\N	Short,Western
The Better Way	The Better Way	0	1909	\N	11	Drama,Short
Betty's Choice	Betty's Choice	0	1909	\N	\N	Romance,Short
Bill Sharkey's Last Game	Bill Sharkey's Last Game	0	1910	\N	\N	Short,Western
The Black Sheep	The Black Sheep	0	1909	\N	\N	Drama,Short
The Blind Man	The Blind Man	0	1909	\N	\N	Drama,Short
El blocao Velarde	El blocao Velarde	0	1909	\N	\N	\N
Bluebeard	Bluebeard	0	1909	\N	\N	Drama,Short
La bocana de Mar Chica	La bocana de Mar Chica	0	1909	\N	\N	\N
The Brahma Diamond	The Brahma Diamond	0	1909	\N	11	Short
The Broken Locket	The Broken Locket	0	1909	\N	11	Drama,Short
A Message to Napoleon	Et budskab til Napoleon paa Elba	0	1909	\N	\N	Drama,Short
The Burglar and the Child	The Burglar and the Child	0	1909	\N	\N	Crime,Drama,Short
A Burglar's Mistake	A Burglar's Mistake	0	1909	\N	10	Short
Campaña del Riff	Campaña del Riff	0	1909	\N	\N	Documentary,Short
The Cardinal's Conspiracy	The Cardinal's Conspiracy	0	1909	\N	11	Drama,Short
Celos gitanos	Celos gitanos	0	1909	\N	24	Short
A Change of Heart	A Change of Heart	0	1909	\N	11	Drama,Short
A Child of the Forest	A Child of the Forest	0	1909	\N	\N	Drama,Short
The Children's Friend	The Children's Friend	0	1909	\N	4	Drama,Short
Choosing a Husband	Choosing a Husband	0	1909	\N	6	Comedy,Short
Comata, the Sioux	Comata, the Sioux	0	1909	\N	10	Short,Western
Confidence	Confidence	0	1909	\N	11	Drama,Short
A Convict's Sacrifice	A Convict's Sacrifice	0	1909	\N	11	Drama,Short
Corazón de madre	Corazón de madre	0	1909	\N	12	Drama,Short
The Cord of Life	The Cord of Life	0	1909	\N	9	Crime,Drama,Short
A Corner in Wheat	A Corner in Wheat	0	1909	\N	14	Crime,Drama,Short
The Country Doctor	The Country Doctor	0	1909	\N	14	Drama,Short
A Coward's Courage	A Coward's Courage	0	1909	\N	\N	Drama,Short
The Cricket on the Hearth	The Cricket on the Hearth	0	1909	\N	10	Short
Os Crimes de Diogo Alves	Os Crimes de Diogo Alves	0	1909	\N	16	Short
The Criminal Hypnotist	The Criminal Hypnotist	0	1909	\N	10	Crime,Short
A Cultura do Cacau	A Cultura do Cacau	0	1909	\N	\N	\N
The Curse of Money	The Curse of Money	0	1909	\N	\N	Drama,Short
The Curtain Pole	The Curtain Pole	0	1909	\N	13	Comedy,Short
The Day After	The Day After	0	1909	\N	8	Comedy,Short
De Garraf a Barcelona	De Garraf a Barcelona	0	1909	\N	\N	\N
The Death Disc: A Story of the Cromwellian Period	The Death Disc: A Story of the Cromwellian Period	0	1909	\N	11	Drama,Short
The Death of Ivan the Terrible	Smert Ioanna Groznogo	0	1909	\N	\N	Drama,History,Short
The Deception	The Deception	0	1909	\N	7	Drama,Short
Un día en Xochimilco	Un día en Xochimilco	0	1909	\N	\N	\N
Don Juan heiratet	Don Juan heiratet	0	1909	\N	10	Short
The Painting of a Miraculous Spider	La toile d'araignée merveilleuse	0	1908	\N	\N	Short
Dos guapos frente a frente	Dos guapos frente a frente	0	1909	\N	\N	Comedy,Short
Los dos hermanos	Los dos hermanos	0	1909	\N	\N	\N
The Drive for a Life	The Drive for a Life	0	1909	\N	10	Drama,Short
A Drunkard's Reformation	A Drunkard's Reformation	0	1909	\N	13	Drama,Short
The Eavesdropper	The Eavesdropper	0	1909	\N	7	Drama,Short
Edgar Allan Poe	Edgar Allan Poe	0	1909	\N	7	Biography,Drama,Short
Eloping with Auntie	Eloping with Auntie	0	1909	\N	7	Short
Entrevista de los Presidentes Díaz-Taft	Entrevista de los Presidentes Díaz-Taft	0	1909	\N	30	Documentary,Short
Eradicating Aunty	Eradicating Aunty	0	1909	\N	6	Comedy,Short
The Expiation	The Expiation	0	1909	\N	11	Drama,Short
Fabricación del corcho en Sant Feliu de Guixols	Fabricación del corcho en Sant Feliu de Guixols	0	1909	\N	\N	\N
The Faded Lilies	The Faded Lilies	0	1909	\N	5	Drama,Short
A Fair Exchange	A Fair Exchange	0	1909	\N	11	Drama,Short
Faldgruben	Faldgruben	0	1909	\N	\N	\N
Farmer Giles' Visit to London	Farmer Giles' Visit to London	0	1909	\N	\N	Comedy,Short
The Fascinating Mrs. Francis	The Fascinating Mrs. Francis	0	1909	\N	5	Comedy,Short
A Father's Mistake	A Father's Mistake	0	1909	\N	\N	Crime,Drama,Short
Fellow Clerks	Fellow Clerks	0	1909	\N	\N	Crime,Drama,Short
Fiesta de toros	Fiesta de toros	0	1909	\N	\N	\N
Fiestas de Santa Lucía - Belenes	Fiestas de Santa Lucía - Belenes	0	1909	\N	\N	\N
Fiestas en La Garriga	Fiestas en La Garriga	0	1909	\N	\N	\N
A Fool's Revenge	A Fool's Revenge	0	1909	\N	11	Drama,Short
Fools of Fate	Fools of Fate	0	1909	\N	11	Drama,Short
The Foundling	The Foundling	0	1909	\N	\N	Drama,Short
Bakchisarayskiy fontan	Bakchisarayskiy fontan	0	1909	\N	\N	Drama,Short
The French Duel	The French Duel	0	1909	\N	4	Comedy,Short
The Friend of the Family	The Friend of the Family	0	1909	\N	8	Drama,Short
Fuss and Feathers	Fuss and Feathers	0	1909	\N	\N	Comedy,Short
Getting Even	Getting Even	0	1909	\N	6	Comedy,Short
The Gibson Goddess	The Gibson Goddess	0	1909	\N	6	Comedy,Short
Gira política de Madero y Pino Suárez	Gira política de Madero y Pino Suárez	0	1909	\N	\N	\N
The Girls and Daddy	The Girls and Daddy	0	1909	\N	15	Drama,Short
Le glas du père Césaire	Le glas du père Césaire	0	1909	\N	\N	Short
The Golden Louis	The Golden Louis	0	1909	\N	5	Drama,Short
The Grey Lady	Den graa dame	0	1909	\N	14	Mystery,Short
The Red Domino	Grevinde X	0	1909	\N	\N	Drama,Short
Guzmán el Bueno	Guzmán el Bueno	0	1909	\N	19	Short
Hamlet, Prince of Denmark	Hamlet	0	1910	\N	\N	Drama
Hansel and Gretel	Hansel and Gretel	0	1909	\N	\N	Drama,Short
The Heart of a Clown	The Heart of a Clown	0	1909	\N	\N	Drama,Short
The Heart of a Cowboy	The Heart of a Cowboy	0	1909	\N	\N	Short,Western
The Heart of an Outlaw	The Heart of an Outlaw	0	1909	\N	\N	Short,Western
Cycle Rider and the Witch	Heksen og cyklisten	0	1909	\N	\N	\N
Her First Biscuits	Her First Biscuits	0	1909	\N	6	Comedy,Short
Her Indian Hero	Her Indian Hero	0	1912	\N	\N	Short,Western
The Farmer's Grandson	Herremandens Barnebarn	0	1909	\N	\N	Drama,Short
The Hessian Renegades	The Hessian Renegades	0	1909	\N	10	Drama,Short,War
The Hindoo Dagger	The Hindoo Dagger	0	1909	\N	10	Drama,Mystery,Short
His Duty	His Duty	0	1909	\N	5	Drama,Short
His Lost Love	His Lost Love	0	1909	\N	11	Drama,Short
His Reformation	His Reformation	0	1909	\N	\N	Short,Western
His Ward's Love	His Ward's Love	0	1909	\N	3	Short
His Wife's Mother	His Wife's Mother	0	1909	\N	6	Comedy,Short
His Wife's Visitor	His Wife's Visitor	0	1909	\N	6	Comedy,Short
The Honor of Thieves	The Honor of Thieves	0	1909	\N	11	Crime,Short
The House of Cards	The House of Cards	0	1909	\N	16	Drama,Short,Western
I Did It	I Did It	0	1909	\N	4	Short
The Idiot of the Mountains	The Idiot of the Mountains	0	1909	\N	\N	Drama,Short
In Little Italy	In Little Italy	0	1909	\N	10	Drama,Short
In Old Kentucky	In Old Kentucky	0	1909	\N	11	Drama,Short,War
In a Hempen Bag	In a Hempen Bag	0	1909	\N	5	Drama,Short
In the Watches of the Night	In the Watches of the Night	0	1909	\N	11	Drama,Short
In the Window Recess	In the Window Recess	0	1909	\N	4	Drama,Short
The Indian Runner's Romance	The Indian Runner's Romance	0	1909	\N	11	Short,Western
The Indian Trailer	The Indian Trailer	0	1909	\N	\N	Short,Western
Industria del corcho	Industria del corcho	0	1909	\N	7	Short
Jailbird in Borrowed Feathers	Jailbird in Borrowed Feathers	0	1910	\N	\N	Comedy,Short
Je voudrais un enfant	Je voudrais un enfant	0	1910	\N	6	Comedy,Short
Jealousy and the Man	Jealousy and the Man	0	1909	\N	5	Comedy,Short
Jessie, the Stolen Child	Jessie, the Stolen Child	0	1909	\N	\N	Drama,Short
The Jilt	The Jilt	0	1909	\N	11	Drama,Short
Jones and His New Neighbors	Jones and His New Neighbors	0	1909	\N	5	Comedy,Short
Jones and the Lady Book Agent	Jones and the Lady Book Agent	0	1909	\N	6	Comedy,Short
The Joneses Have Amateur Theatricals	The Joneses Have Amateur Theatricals	0	1909	\N	4	Comedy,Short
El joyero	El joyero	0	1909	\N	\N	Drama,Short
A Bad Case	Les joyeux microbes	0	1909	\N	5	Animation,Short
Judgment	Judgment	0	1909	\N	\N	Short,Western
Justicia de Felipe II	Justicia de Felipe II	0	1909	\N	\N	Drama,History,Short
Kinemacolor Puzzle	Kinemacolor Puzzle	0	1909	\N	\N	Short
King Lear	King Lear	0	1909	\N	16	Drama,Short
Klebolin klebt alles	Klebolin klebt alles	0	1909	\N	\N	Comedy,Short
Der kleine Detektiv	Der kleine Detektiv	0	1909	\N	\N	Short
Dødsspringet	Dødsspringet	0	1910	\N	\N	Short
A Woman of the People	En kvinde af folket	0	1909	\N	\N	Drama,Short
Lady Helen's Escapade	Lady Helen's Escapade	0	1909	\N	8	Comedy,Drama,Short
Leather Stocking	Leather Stocking	0	1909	\N	11	Adventure,Short
The Light That Came	The Light That Came	0	1909	\N	11	Drama,Short
Lines of White on a Sullen Sea	Lines of White on a Sullen Sea	0	1909	\N	11	Drama,Short
The Little Darling	The Little Darling	0	1909	\N	2	Comedy,Short
The Little Teacher	The Little Teacher	0	1909	\N	11	Drama,Short
Lochinvar	Lochinvar	0	1909	\N	\N	Drama,Short
Locura de amor	Locura de amor	0	1909	\N	\N	Drama
The Lonely Villa	The Lonely Villa	0	1909	\N	8	Crime,Drama,Short
Love Finds a Way	Love Finds a Way	0	1909	\N	5	Comedy,Short
The Luck of the Cards	The Luck of the Cards	0	1909	\N	\N	Drama,Short
Lucky Jim	Lucky Jim	0	1909	\N	5	Drama,Short
The Lure of the Gown	The Lure of the Gown	0	1909	\N	6	Short
Lægens offer	Lægens offer	0	1909	\N	\N	\N
La légende de l'arc-en-ciel	La légende de l'arc-en-ciel	0	1909	\N	\N	Short
Det løbske gasrør	Det løbske gasrør	0	1909	\N	\N	Short
Macbeth	Macbeth	0	1909	\N	\N	Drama,Short
Madam Sans Gene; or, The Duchess of Danzig	Madame Sans-Gêne	0	1909	\N	\N	Drama,Short
Madame de Langeais	Madame de Langeais	0	1910	\N	\N	Drama,Short
A Maid of the Mountains	A Maid of the Mountains	0	1909	\N	\N	Drama,Short
Mamma	Mamma	0	1909	\N	\N	Short
A Man with Three Wives	A Man with Three Wives	0	1909	\N	\N	Comedy,Short
The Maniac Cook	The Maniac Cook	0	1909	\N	9	Drama,Short
Le mariage forcé	Le mariage forcé	0	1914	\N	20	Comedy,Short
The Medicine Bottle	The Medicine Bottle	0	1909	\N	5	Drama,Short
Melilla y el Gurugu	Melilla y el Gurugu	0	1909	\N	\N	\N
The Mended Lute	The Mended Lute	0	1909	\N	11	Short,Western
The Message	The Message	0	1909	\N	10	Drama,Short
The Mexican Sweethearts	The Mexican Sweethearts	0	1909	\N	3	Short
A Mexican's Gratitude	A Mexican's Gratitude	0	1909	\N	\N	Short,Western
A Midnight Adventure	A Midnight Adventure	0	1909	\N	6	Short
Midnight Disturbance	Midnight Disturbance	0	1909	\N	\N	Comedy,Short
A Midsummer Night's Dream	A Midsummer Night's Dream	0	1909	\N	12	Drama,Fantasy,Romance
The Mills of the Gods	The Mills of the Gods	0	1909	\N	7	Short
Mistaken Identity	Mistaken Identity	0	1909	\N	\N	Comedy,Short
Les Misérables	Les Misérables	0	1909	\N	\N	Drama,History,Short
The Life of Moliere	Molière	0	1910	\N	\N	Biography,Drama,Short
The Mill	Le Moulin maudit	0	1909	\N	\N	Drama,Romance,Short
The Mountaineer's Honor	The Mountaineer's Honor	0	1909	\N	11	Drama,Short
Mr. Jones Has a Card Party	Mr. Jones Has a Card Party	0	1909	\N	10	Comedy,Short
Mr. Jones' Burglar	Mr. Jones' Burglar	0	1909	\N	4	Comedy,Short
Mrs. Jones' Lover; or, 'I Want My Hat'	Mrs. Jones' Lover; or, 'I Want My Hat'	0	1909	\N	5	Comedy,Short
Mutterliebe	Mutterliebe	0	1909	\N	\N	Short
Napoleon og hans lille Trompetist	Napoleon og hans lille Trompetist	0	1909	\N	\N	Short
Napoleon, the Man of Destiny	Napoleon, the Man of Destiny	0	1908	\N	\N	Drama,Short
A Narrow Escape from Lynching	A Narrow Escape from Lynching	0	1909	\N	\N	Drama,Short
The Necklace	The Necklace	0	1909	\N	11	Drama,Short
The New Servant	The New Servant	0	1909	\N	\N	Comedy,Short
A New Trick	A New Trick	0	1909	\N	2	Short
Niños en la alameda	Niños en la alameda	0	1909	\N	\N	\N
The Note in the Shoe	The Note in the Shoe	0	1909	\N	8	Drama,Short
Nursing a Viper	Nursing a Viper	0	1909	\N	10	Drama,Short
How Brother Cook was Taught a Lesson	Naar Djævle er paa Spil	0	1910	\N	\N	Comedy,Short
The Short-Sighted Governess	Den nærsynede guvernante	0	1909	\N	2	Comedy,Short
Oh, Uncle!	Oh, Uncle!	0	1909	\N	3	Comedy,Short
Oliver Twist	Oliver Twist	0	1909	\N	\N	Drama,Short
On the Little Big Horn or Custer's Last Stand	On the Little Big Horn or Custer's Last Stand	0	1909	\N	\N	Action,Drama,History
De onde Veje	De onde Veje	0	1909	\N	\N	\N
One Busy Hour	One Busy Hour	0	1909	\N	3	Comedy,Short
One Good Turn Deserves Another	One Good Turn Deserves Another	0	1909	\N	\N	Drama,Short
One Touch of Nature	One Touch of Nature	0	1909	\N	10	Drama,Short
Only a Tramp	Only a Tramp	0	1909	\N	\N	Drama,Short
The Open Gate	The Open Gate	0	1909	\N	11	Drama,Short
Othello	Otello	0	1909	\N	12	Drama,Romance,Short
Paul Wang's Destiny	Paul Wangs skæbne	0	1909	\N	\N	Drama,Short
The Peachbasket Hat	The Peachbasket Hat	0	1909	\N	7	Comedy,Short
Pippa Passes; or, The Song of Conscience	Pippa Passes; or, The Song of Conscience	0	1909	\N	11	Drama,Short
The Politician's Love Story	The Politician's Love Story	0	1909	\N	6	Comedy,Romance,Short
Por un ratón	Por un ratón	0	1909	\N	8	Comedy,Short
Portrait of Mireille	Le portrait de Mireille	0	1909	\N	8	Short
Pranks	Pranks	0	1909	\N	4	Comedy,Short
Primera carrera internacional de automóviles 'Peña-Rhin'	Primera carrera internacional de automóviles 'Peña-Rhin'	0	1909	\N	10	Short
La primera y segunda casetas	La primera y segunda casetas	0	1909	\N	\N	\N
The Prince and the Pauper	The Prince and the Pauper	0	1909	\N	\N	Short
Princess Nicotine; or, The Smoke Fairy	Princess Nicotine; or, The Smoke Fairy	0	1909	\N	5	Comedy,Fantasy,Short
Protección de un convoy de víveres en el puente de camellos	Protección de un convoy de víveres en el puente de camellos	0	1909	\N	\N	\N
The Prussian Spy	The Prussian Spy	0	1909	\N	5	Drama,Short
The Ranchman's Rival	The Ranchman's Rival	0	1909	\N	\N	Short,Western
The Red Man's View	The Red Man's View	0	1909	\N	14	Short,Western
The Renunciation	The Renunciation	0	1909	\N	11	Short
The Restoration	The Restoration	0	1909	\N	10	Drama,Short
Resurrection	Resurrection	0	1909	\N	12	Drama,Short
A Wedding During the French Revolution	Revolutionsbryllup	0	1910	\N	\N	Drama,Short
Richelieu; or: The Conspiracy	Richelieu; or: The Conspiracy	0	1910	\N	\N	Drama,Short
The Road Agents	The Road Agents	0	1909	\N	\N	Short,Western
The Road to the Heart	The Road to the Heart	0	1909	\N	7	Comedy,Short
Robbing the Widowed and Fatherless	Robbing the Widowed and Fatherless	0	1909	\N	\N	Drama,Short
A Rose of the Tenderloin	A Rose of the Tenderloin	0	1909	\N	\N	Drama,Short
The Roue's Heart	The Roue's Heart	0	1909	\N	8	Drama,Short
A Rude Hostess	A Rude Hostess	0	1909	\N	5	Short
A Rural Elopement	A Rural Elopement	0	1909	\N	9	Comedy,Romance,Short
Ruy Blas	Ruy Blas	0	1909	\N	\N	Drama,Short
The Sacrifice	The Sacrifice	0	1909	\N	7	Comedy,Romance,Short
Salome Mad	Salome Mad	0	1909	\N	\N	Comedy
The Salvation Army Lass	The Salvation Army Lass	0	1909	\N	15	Drama,Short
Saul and David	Saul and David	0	1909	\N	10	Drama,Short
Schneider's Anti-Noise Crusade	Schneider's Anti-Noise Crusade	0	1909	\N	\N	Comedy,Short
The Sealed Room	The Sealed Room	0	1909	\N	11	Drama,History,Short
The Seventh Day	The Seventh Day	0	1909	\N	8	Drama,Short
Shanghaied	Shanghaied	0	1909	\N	\N	Drama,Short
She Would Be an Actress	She Would Be an Actress	0	1909	\N	5	Short
Sherlock Holmes IV	Sherlock Holmes IV	0	1909	\N	\N	Mystery,Short
Sherlock Holmes V	Sherlock Holmes V	0	1909	\N	\N	Drama,Short
Sherlock Holmes VI	Sherlock Holmes VI	0	1910	\N	\N	\N
A Sinner's Repentance	A Sinner's Repentance	0	1909	\N	\N	Drama,Short
A Sister's Love: A Tale of the Franco-Prussian War	A Sister's Love: A Tale of the Franco-Prussian War	0	1909	\N	\N	Drama,Short
The Slave	The Slave	0	1909	\N	11	Drama,Short
The Sleepwalker	The Sleepwalker	0	1909	\N	\N	Crime,Short
Smith's Knockabout Theatre	Smith's Knockabout Theatre	0	1909	\N	\N	\N
The Son's Return	The Son's Return	0	1909	\N	11	Drama,Short
Le songe d'une nuit d'été	Le songe d'une nuit d'été	0	1910	\N	11	Comedy,Short
A Sound Sleeper	A Sound Sleeper	0	1909	\N	2	Comedy,Short
The Spanish Girl	The Spanish Girl	0	1909	\N	\N	Short,Western
The Special License	The Special Licence	0	1909	\N	\N	Drama,Short
Gøngehøvdingen	Gøngehøvdingen	0	1909	\N	\N	Drama,War
A Strange Meeting	A Strange Meeting	0	1909	\N	11	Drama,Short
El sueño milagroso	El sueño milagroso	0	1909	\N	\N	\N
The Suicide Club	The Suicide Club	0	1909	\N	4	Comedy,Short
A Sweet Revenge	A Sweet Revenge	0	1909	\N	5	Drama,Short
Sweet and Twenty	Sweet and Twenty	0	1909	\N	6	Romance,Short
A Tale of the West	A Tale of the West	0	1909	\N	\N	Drama,Short,Western
Teaching a Husband a Lesson	Teaching a Husband a Lesson	0	1909	\N	\N	Comedy,Short
Ten Nights in a Barroom	Ten Nights in a Barroom	0	1909	\N	\N	Drama,Short
Tender Hearts	Tender Hearts	0	1909	\N	8	Drama,Short
O Terremoto de Benavente	O Terremoto de Benavente	0	1909	\N	\N	Documentary
The Test	The Test	0	1909	\N	6	Drama,Short
They Would Elope	They Would Elope	0	1909	\N	6	Comedy,Short
Those Awful Hats	Those Awful Hats	0	1909	\N	2	Comedy,Short
Those Boys!	Those Boys!	0	1909	\N	4	Short
Through the Breakers	Through the Breakers	0	1909	\N	11	Drama,Short
Tis an Ill Wind That Blows No Good	Tis an Ill Wind That Blows No Good	0	1909	\N	10	Drama,Short
De to guldgravere	De to guldgravere	0	1909	\N	\N	Short
To Save Her Soul	To Save Her Soul	0	1909	\N	11	Drama,Short
Toma caseta Z	Toma caseta Z	0	1909	\N	\N	\N
